flood_exposure,flood_boundary_distance,easement_encroachment_pct,lot_coverage_ratio,property_age,num_transfers_5yr,avg_holding_period_years,ownership_anomaly_score,cv_vs_recorded_area_delta,label
0,368.3,0.239,0.468,67,5,0.54,0.775,0.06,1
0,212.5,0.119,0.677,66,2,5.21,0.126,0.112,0
0,430.3,0.051,0.807,50,3,7.59,0.252,0.046,0
0,222.3,0.056,0.638,55,2,2.1,0.231,0.114,0
0,395.0,0.185,0.45,53,3,3.41,0.504,0.15,0
0,142.1,0.168,0.263,51,6,7.55,0.697,0.241,0
0,141.2,0.13,0.446,15,1,11.32,0.136,0.153,0
0,128.2,0.099,0.745,10,5,8.83,0.751,0,0
0,83.1,0.007,0.472,20,1,3.22,0.0,0.036,0
0,133.1,0.282,0.491,4,5,8.68,0.643,0.101,1
0,430.3,0.125,0.585,26,4,0.74,0.671,0.142,0
0,123.3,0.303,0.608,72,0,22.0,0.157,0.037,0
0,191.7,0.013,0.569,46,6,9.04,0.773,0,1
0,462.5,0.214,0.843,13,6,14.1,0.656,0.141,0
0,463.9,0.171,0.916,69,0,17.6,0.11,0.064,0
0,219.3,0.122,0.662,60,0,23.5,0.179,0.037,0
0,124.8,0.016,0.375,65,1,7.18,0.093,0.02,0
0,25.4,0.254,0.734,43,6,6.76,0.578,0,1
0,193.5,0.187,0.569,71,0,10.3,0.132,0.072,0
0,352.8,0.058,0.895,14,5,13.54,0.8,0,0
1,0.0,0.186,0.519,59,5,12.63,0.512,0,1
1,0.0,0.075,0.427,13,3,13.95,0.385,0.022,1
0,371.1,0.187,0.522,7,0,6.3,0.0,0.12,0
0,127.8,0.018,0.301,13,4,1.71,0.556,0.044,0
0,31.6,0.172,0.708,70,4,2.64,0.576,0,1
1,0.0,0.028,0.706,38,0,5.8,0.073,0.051,1
0,51.0,0.058,0.308,57,3,14.32,0.331,0.164,0
1,0.0,0.227,0.811,4,0,23.0,0.136,0.045,0
1,0.0,0.226,0.303,63,5,10.19,0.393,0,1
1,0.0,0.319,0.736,45,4,9.51,0.544,0.071,1
0,31.6,0.017,0.402,37,6,5.45,0.677,0,1
1,0.0,0.052,0.413,62,1,7.92,0.246,0.045,1
0,394.7,0.131,0.277,21,0,15.2,0.076,0.057,0
1,0.0,0.195,0.889,2,6,14.32,0.726,0,1
0,464.8,0.303,0.344,10,4,11.21,0.475,0.041,0
0,278.3,0.166,0.507,57,4,9.89,0.39,0.085,0
0,313.3,0.103,0.689,42,2,4.82,0.201,0.213,0
0,190.4,0.254,0.319,49,0,16.5,0.146,0.07,0
0,183.8,0.263,0.283,30,1,10.96,0.103,0,0
0,154.0,0.336,0.588,42,2,11.99,0.328,0,0
0,388.3,0.256,0.675,15,0,25.8,0.019,0.03,0
0,238.2,0.291,0.495,44,6,9.77,0.733,0.047,1
0,105.2,0.184,0.697,31,1,12.2,0.217,0.062,0
1,0.0,0.159,0.825,12,0,20.2,0.093,0.152,0
0,76.0,0.225,0.478,77,0,28.9,0.001,0.146,0
1,0.0,0.174,0.326,17,2,11.79,0.227,0,1
0,412.0,0.349,0.484,28,0,18.7,0.062,0.101,0
0,129.7,0.132,0.603,45,5,2.24,0.534,0,1
0,202.0,0.213,0.284,42,5,1.53,0.703,0.12,1
1,0.0,0.1,0.393,14,3,5.47,0.404,0.057,1
0,471.4,0.212,0.392,46,2,5.4,0.249,0.104,0
0,350.8,0.3,0.561,76,2,9.64,0.266,0,0
0,483.5,0.26,0.334,65,2,11.81,0.255,0.073,0
0,438.7,0.019,0.505,4,0,25.5,0.058,0,0
0,59.0,0.061,0.458,75,2,7.88,0.214,0.092,0
0,316.9,0.17,0.351,55,4,12.56,0.385,0.249,0
1,0.0,0.002,0.874,38,1,3.94,0.207,0.165,1
1,0.0,0.048,0.637,3,0,6.3,0.0,0,0
0,258.6,0.348,0.836,45,5,3.14,0.422,0.311,1
0,295.6,0.058,0.705,28,5,8.8,0.426,0.148,0
1,0.0,0.266,0.956,23,0,27.2,0.171,0.022,1
0,293.8,0.223,0.452,68,1,0.81,0.214,0.05,0
0,477.1,0.312,0.718,53,1,11.82,0.0,0.064,0
1,0.0,0.196,0.705,10,3,2.75,0.28,0,1
0,95.2,0.076,0.822,15,5,3.7,0.654,0,1
0,328.6,0.314,0.77,79,1,12.51,0.353,0,0
0,452.1,0.198,0.602,63,2,9.06,0.217,0,0
0,333.9,0.033,0.496,29,6,1.56,0.808,0.038,0
0,385.6,0.283,0.927,66,1,12.73,0.162,0.064,0
0,127.9,0.279,0.457,76,0,25.8,0.136,0.165,0
1,0.0,0.152,0.554,74,0,25.8,0.051,0.058,0
0,49.8,0.068,0.861,78,0,28.6,0.026,0.069,0
1,0.0,0.026,0.478,59,6,8.07,0.617,0.185,1
0,317.2,0.018,0.421,79,3,6.89,0.269,0.004,0
0,365.8,0.267,0.679,37,0,18.9,0.136,0.186,0
0,462.2,0.323,0.893,73,1,0.83,0.438,0.003,0
0,109.3,0.081,0.498,60,1,5.5,0.414,0.087,0
1,0.0,0.325,0.717,60,6,1.97,0.798,0.049,1
0,414.3,0.343,0.538,8,2,5.95,0.358,0.082,0
1,0.0,0.104,0.758,60,5,5.18,0.614,0.112,1
0,221.3,0.1,0.375,49,0,15.0,0.033,0,0
0,373.0,0.175,0.36,80,0,21.0,0.203,0,0
0,317.9,0.091,0.572,19,6,9.29,0.551,0.059,0
0,438.6,0.189,0.385,41,2,0.92,0.422,0.182,0
1,0.0,0.191,0.699,66,3,7.44,0.345,0.197,1
0,125.6,0.142,0.262,81,2,8.34,0.415,0.128,0
0,340.2,0.03,0.725,80,2,8.32,0.378,0.014,0
0,208.4,0.053,0.774,59,0,29.5,0.133,0.129,0
0,283.2,0.187,0.517,4,4,4.69,0.417,0.036,0
0,72.2,0.322,0.964,52,6,12.71,0.504,0.102,1
0,327.7,0.104,0.713,16,4,9.63,0.376,0.011,0
0,316.8,0.178,0.568,36,0,10.9,0.0,0.026,0
0,22.8,0.215,0.301,3,0,23.0,0.067,0.004,0
1,0.0,0.186,0.841,8,2,7.83,0.239,0.005,1
1,0.0,0.069,0.649,14,0,15.0,0.0,0.094,0
0,190.7,0.243,0.875,32,2,11.05,0.196,0.127,0
0,147.0,0.19,0.454,58,4,6.2,0.486,0.006,0
0,415.0,0.214,0.7,64,6,8.22,0.58,0.021,0
0,277.6,0.316,0.515,60,1,1.65,0.427,0.02,0
1,0.0,0.267,0.808,32,0,29.2,0.164,0.22,1
0,269.6,0.274,0.749,17,0,19.0,0.202,0,0
0,264.3,0.335,0.634,19,6,4.67,0.649,0.06,1
1,0.0,0.289,0.338,20,5,7.52,0.681,0.143,1
0,295.2,0.094,0.458,31,1,1.78,0.287,0.087,0
0,367.2,0.128,0.607,14,0,11.0,0.0,0,0
0,17.9,0.217,0.713,68,1,14.28,0.157,0.029,0
1,0.0,0.185,0.627,10,0,20.1,0.138,0.119,0
0,143.1,0.045,0.832,37,2,2.86,0.308,0.104,0
0,213.9,0.334,0.789,24,4,6.91,0.28,0.035,1
0,356.0,0.179,0.642,6,2,14.49,0.275,0,0
0,256.0,0.107,1.005,27,2,0.87,0.266,0.058,0
0,31.0,0.281,0.666,52,0,29.0,0.189,0.17,0
0,435.6,0.024,0.553,15,1,9.68,0.024,0,0
0,149.1,0.1,0.51,6,5,14.93,0.433,0.056,0
0,217.3,0.315,0.464,29,0,23.7,0.0,0.156,0
0,460.4,0.101,0.798,59,4,12.21,0.492,0.076,0
1,0.0,0.05,0.418,70,0,14.4,0.005,0.085,0
0,213.5,0.171,0.588,78,4,2.89,0.331,0.067,1
0,450.9,0.168,0.853,10,6,4.35,0.707,0.081,1
1,0.0,0.33,0.303,23,2,13.54,0.097,0.007,0
0,362.0,0.336,0.292,54,1,6.92,0.229,0.039,0
1,0.0,0.229,0.982,40,0,9.3,0.0,0.002,1
0,478.1,0.256,0.665,43,1,8.52,0.041,0.155,0
0,330.1,0.246,0.892,12,1,5.14,0.223,0.027,0
0,371.2,0.309,0.482,50,0,19.3,0.162,0.046,0
0,309.5,0.254,0.715,7,3,0.54,0.403,0.013,0
1,0.0,0.164,0.811,54,3,10.76,0.426,0.068,1
1,0.0,0.331,0.341,69,0,24.8,0.0,0.135,0
0,28.5,0.016,0.793,22,4,7.8,0.354,0.106,1
0,349.7,0.253,0.507,51,6,8.26,0.809,0,1
0,109.0,0.097,0.487,71,5,12.9,0.467,0.016,1
0,180.0,0.305,0.689,70,0,24.5,0.012,0.012,0
0,335.4,0.032,0.688,16,1,1.32,0.194,0.128,0
1,0.0,0.145,0.641,18,0,20.2,0.125,0.103,0
0,111.6,0.041,0.999,29,3,11.41,0.229,0.075,0
0,66.8,0.134,0.355,66,5,10.96,0.399,0.092,0
0,466.9,0.069,0.408,44,5,3.29,0.356,0.01,0
0,333.6,0.159,0.832,68,0,24.1,0.041,0.086,0
0,316.4,0.049,0.688,40,0,8.8,0.223,0.04,0
1,0.0,0.068,0.53,33,0,25.3,0.05,0.046,0
1,0.0,0.209,0.682,79,0,10.7,0.0,0.008,1
0,217.7,0.126,0.513,65,1,12.77,0.148,0.082,0
0,495.1,0.326,0.606,20,1,8.58,0.092,0.042,0
1,0.0,0.022,0.819,79,2,3.81,0.307,0.096,1
0,166.5,0.334,0.77,81,1,10.67,0.0,0.064,0
0,71.1,0.216,0.696,24,2,6.64,0.282,0,0
0,192.3,0.149,0.449,68,0,25.9,0.147,0.049,0
0,31.6,0.021,0.636,77,1,0.89,0.451,0,0
0,145.3,0.33,0.555,12,0,17.9,0.035,0.095,0
0,62.6,0.207,0.806,22,0,9.9,0.156,0.073,0
0,172.7,0.339,0.59,46,3,4.85,0.461,0.066,1
0,22.1,0.198,0.8,36,3,6.68,0.281,0.076,1
0,173.5,0.35,0.36,25,1,12.66,0.159,0.116,0
0,48.7,0.205,0.334,21,0,5.8,0.151,0.04,0
0,317.2,0.009,0.288,6,3,10.16,0.389,0.093,0
0,377.0,0.092,0.9,73,5,11.48,0.639,0,0
0,337.2,0.248,0.282,3,5,7.78,0.558,0.074,0
1,0.0,0.288,0.647,18,6,3.74,0.752,0.086,1
0,197.3,0.195,0.777,69,0,10.4,0.069,0.044,0
0,289.8,0.087,0.573,55,4,10.21,0.341,0,0
0,405.4,0.023,0.504,64,0,10.4,0.0,0.134,0
1,0.0,0.295,0.281,61,6,10.15,0.828,0.075,1
1,0.0,0.33,0.667,3,5,7.94,0.518,0,1
1,0.0,0.157,0.314,25,0,23.3,0.0,0.024,0
1,0.0,0.011,0.983,48,1,8.26,0.099,0.072,1
0,265.8,0.258,0.554,17,2,6.85,0.311,0.054,0
0,215.2,0.112,0.73,57,2,8.67,0.178,0.025,0
0,467.7,0.179,0.675,60,5,10.22,0.44,0.015,0
1,0.0,0.33,0.622,75,1,1.13,0.338,0,1
0,453.3,0.031,0.484,76,3,13.54,0.311,0.011,0
1,0.0,0.195,0.508,23,5,12.07,0.757,0.09,1
0,99.0,0.224,0.798,45,5,5.96,0.397,0.013,1
0,232.0,0.109,0.351,38,0,14.6,0.008,0.15,0
1,0.0,0.266,0.603,65,0,17.6,0.0,0,1
1,0.0,0.244,0.866,64,1,6.23,0.272,0.188,1
1,0.0,0.156,0.263,73,0,12.5,0.092,0.197,0
0,185.3,0.264,0.366,55,2,2.07,0.163,0.079,0
0,177.4,0.343,0.501,16,0,15.0,0.079,0,0
0,377.7,0.173,0.306,41,6,0.96,0.749,0.073,1
0,396.0,0.146,0.746,73,4,2.34,0.443,0.149,0
1,0.0,0.189,0.606,11,0,7.4,0.0,0.106,0
1,0.0,0.297,0.88,2,0,28.0,0.0,0,0
1,0.0,0.216,0.669,2,4,6.89,0.411,0.121,1
0,347.5,0.303,0.417,41,6,1.21,0.838,0.08,1
0,497.4,0.086,0.284,67,0,16.9,0.013,0,0
0,417.9,0.188,0.405,41,1,6.46,0.137,0.01,0
0,303.8,0.133,0.583,8,1,12.2,0.143,0,0
0,97.7,0.103,0.796,46,4,9.39,0.357,0.084,0
0,17.0,0.277,0.795,19,3,5.43,0.445,0.131,1
0,386.3,0.338,0.854,78,2,2.4,0.31,0,0
0,428.6,0.065,0.432,68,2,9.67,0.055,0,0
0,14.5,0.326,0.36,59,0,12.4,0.224,0.017,0
0,162.2,0.047,0.523,68,0,9.4,0.14,0.041,0
0,456.3,0.298,0.602,32,0,5.2,0.152,0,0
0,245.8,0.173,0.757,59,5,9.14,0.634,0.131,1
0,466.2,0.096,0.577,48,0,21.0,0.0,0.071,0
0,269.1,0.08,0.525,6,2,13.06,0.288,0,0
0,487.1,0.222,1.008,59,1,2.35,0.077,0,0
0,187.4,0.263,0.628,27,1,4.93,0.238,0,0
0,372.5,0.304,0.798,62,3,4.64,0.184,0.018,0
1,0.0,0.257,0.845,31,1,4.02,0.035,0.019,1
0,249.7,0.011,0.716,72,3,5.63,0.475,0.058,0
0,481.5,0.289,0.65,77,2,9.33,0.215,0.065,0
1,0.0,0.176,0.804,39,1,13.28,0.347,0.062,1
0,262.2,0.25,0.583,16,0,26.1,0.0,0.022,0
0,134.7,0.235,0.515,13,1,12.38,0.261,0,0
0,355.2,0.193,0.712,40,1,9.83,0.172,0.121,0
1,0.0,0.179,0.816,2,5,8.9,0.672,0.043,1
1,0.0,0.021,0.721,20,0,11.9,0.0,0.009,0
0,124.0,0.284,0.915,49,0,11.7,0.206,0,0
0,265.5,0.083,0.317,11,3,0.94,0.392,0.091,0
1,0.0,0.074,0.6,75,5,8.58,0.563,0.094,1
0,122.7,0.311,0.548,22,2,6.0,0.264,0.069,0
1,0.0,0.235,0.778,32,0,5.3,0.122,0.084,1
0,40.2,0.254,0.448,50,6,14.18,0.778,0,1
0,145.4,0.274,0.388,42,2,13.06,0.09,0,0
0,369.3,0.348,0.557,58,0,14.3,0.024,0.127,0
1,0.0,0.133,0.819,76,2,6.78,0.329,0.002,1
0,458.9,0.105,0.764,53,1,0.52,0.339,0,0
0,310.9,0.323,0.634,76,4,9.42,0.364,0.126,1
0,154.2,0.049,0.662,30,0,14.7,0.148,0.036,0
0,274.6,0.195,0.686,21,4,14.93,0.388,0,0
0,403.4,0.15,0.301,23,2,0.84,0.337,0.016,0
0,75.0,0.308,0.886,15,5,8.61,0.618,0,1
0,382.9,0.343,0.339,72,3,5.74,0.388,0,0
0,235.7,0.16,0.349,44,2,9.23,0.26,0.015,0
1,0.0,0.051,0.665,64,2,4.36,0.082,0.107,1
0,173.8,0.206,0.646,48,2,4.36,0.376,0.16,0
0,418.4,0.016,0.344,8,0,8.2,0.118,0.114,0
0,358.1,0.006,0.478,38,2,4.49,0.308,0.066,0
0,496.0,0.176,0.871,46,0,6.5,0.0,0,0
1,0.0,0.064,0.425,64,2,1.55,0.517,0.014,1
0,245.9,0.021,0.757,74,0,7.9,0.0,0.047,0
0,423.5,0.31,0.776,41,0,15.7,0.05,0.026,0
0,36.1,0.199,0.509,26,5,5.05,0.734,0.25,1
0,454.0,0.29,0.537,42,4,10.81,0.427,0,0
1,0.0,0.164,0.397,29,2,2.41,0.108,0.041,1
0,212.6,0.256,0.636,63,3,3.43,0.304,0.142,0
0,27.4,0.116,0.609,3,2,3.72,0.417,0.087,1
0,114.5,0.309,0.596,51,2,13.13,0.321,0.13,0
1,0.0,0.152,0.638,53,1,13.42,0.195,0.136,1
1,0.0,0.106,0.394,43,2,13.77,0.163,0.032,1
0,355.3,0.138,0.497,35,2,2.81,0.31,0,0
0,301.1,0.189,0.503,76,3,9.62,0.341,0.068,0
0,58.9,0.029,0.59,32,0,20.0,0.047,0.033,0
0,355.0,0.156,0.644,60,6,0.84,0.78,0,1
0,352.3,0.029,0.964,64,0,15.9,0.234,0,0
1,0.0,0.125,0.723,75,0,13.0,0.0,0.186,1
0,483.6,0.229,0.558,2,2,0.96,0.308,0.009,0
0,58.9,0.155,0.602,11,0,28.3,0.015,0,0
0,336.5,0.29,0.466,2,1,14.56,0.168,0.052,0
1,0.0,0.041,0.85,54,2,1.16,0.195,0,1
0,317.2,0.318,0.519,3,5,13.43,0.588,0.123,0
0,455.6,0.24,0.463,72,0,6.5,0.176,0.027,0
0,289.9,0.33,0.556,25,3,4.31,0.283,0.08,0
0,255.5,0.243,0.948,57,5,12.8,0.496,0.166,1
0,11.4,0.172,0.876,39,2,0.62,0.383,0.089,1
0,45.7,0.074,0.332,31,0,12.1,0.0,0.065,0
1,0.0,0.246,0.383,39,0,6.7,0.0,0.048,0
0,325.1,0.312,0.387,12,4,13.75,0.376,0.046,0
0,198.2,0.155,0.255,39,3,5.34,0.526,0.123,0
1,0.0,0.158,0.318,6,5,11.68,0.512,0.124,1
0,338.8,0.309,0.359,34,2,8.05,0.441,0.129,0
0,446.1,0.243,0.495,70,2,12.71,0.275,0.182,0
0,58.5,0.278,0.458,14,0,18.1,0.052,0.158,0
0,287.1,0.152,0.394,34,2,8.48,0.366,0.102,0
0,92.1,0.242,0.281,75,2,13.8,0.404,0,0
1,0.0,0.3,0.509,62,4,13.67,0.389,0.056,1
0,434.5,0.23,0.669,20,0,5.0,0.045,0.074,0
0,273.0,0.219,0.798,74,1,1.79,0.247,0.283,0
1,0.0,0.262,0.879,35,5,9.24,0.416,0.054,1
0,370.5,0.257,0.366,75,1,14.09,0.127,0,0
0,186.0,0.326,0.688,76,0,17.6,0.167,0,0
0,134.2,0.069,0.296,5,1,14.06,0.047,0.083,0
1,0.0,0.188,0.756,61,5,1.8,0.779,0,1
0,240.1,0.132,0.779,7,4,3.66,0.473,0.043,0
1,0.0,0.287,0.528,62,5,1.68,0.959,0.178,1
0,248.6,0.175,0.825,28,2,7.18,0.254,0,0
0,51.2,0.179,0.289,7,1,11.79,0.254,0.064,0
0,226.1,0.151,0.685,57,1,8.73,0.103,0.106,0
0,73.4,0.059,0.8,70,1,14.55,0.113,0.045,0
0,460.6,0.259,0.471,62,0,22.0,0.134,0,0
0,475.1,0.208,0.768,29,0,21.0,0.016,0.022,0
0,332.4,0.2,0.375,38,1,13.37,0.102,0,0
0,445.6,0.233,0.403,48,1,14.27,0.259,0.169,0
0,48.6,0.292,0.526,34,1,5.86,0.0,0.077,0
0,254.7,0.279,0.876,47,6,5.36,0.585,0.115,1
0,191.7,0.165,0.855,5,4,6.04,0.487,0,1
0,178.2,0.129,0.256,39,5,13.8,0.521,0.038,0
0,100.8,0.14,0.842,8,2,6.26,0.285,0.008,0
0,436.4,0.097,0.709,66,1,3.13,0.091,0.155,0
0,498.9,0.334,0.385,61,2,12.34,0.223,0.116,0
0,231.9,0.144,0.417,79,0,18.4,0.198,0.034,0
1,0.0,0.288,0.321,34,4,6.98,0.56,0,1
0,372.2,0.062,0.445,18,0,7.8,0.112,0.121,0
0,348.8,0.144,0.882,53,3,7.21,0.422,0.113,0
0,239.3,0.039,0.283,36,0,25.3,0.0,0.076,0
0,169.5,0.182,0.766,20,6,3.08,0.71,0.1,1
0,68.8,0.009,0.6,66,1,11.56,0.283,0,0
0,252.2,0.058,0.369,2,2,5.59,0.348,0.164,0
1,0.0,0.226,0.875,50,2,2.35,0.393,0,1
0,455.7,0.052,0.797,25,1,10.64,0.195,0.14,0
0,427.9,0.242,0.419,52,2,6.69,0.247,0,0
0,204.6,0.318,0.286,58,2,9.3,0.262,0.011,0
0,196.8,0.035,0.48,36,6,12.76,0.648,0.095,0
1,0.0,0.237,0.808,18,6,12.01,0.495,0,1
0,391.9,0.167,0.423,63,1,14.71,0.027,0.271,0
0,79.4,0.056,0.308,4,1,4.18,0.223,0.134,0
0,361.5,0.233,0.381,36,2,1.33,0.256,0.118,0
0,113.4,0.23,0.797,20,1,1.47,0.226,0,0
0,145.1,0.29,0.461,10,1,11.7,0.3,0.01,0
0,445.4,0.025,0.64,16,1,10.13,0.174,0.199,0
0,163.8,0.097,0.428,9,0,25.0,0.066,0.158,0
0,52.4,0.342,0.573,38,2,6.71,0.481,0.07,1
1,0.0,0.345,0.595,36,0,6.5,0.137,0.098,1
0,134.3,0.152,0.301,18,0,8.4,0.02,0.011,0
0,378.4,0.15,0.596,23,2,1.03,0.43,0.137,0
0,90.8,0.172,0.737,58,0,15.9,0.0,0.137,0
1,0.0,0.337,0.711,28,2,3.94,0.272,0.014,1
1,0.0,0.315,0.612,33,2,4.98,0.368,0.068,1
0,99.0,0.044,0.596,36,0,24.4,0.0,0,0
0,285.9,0.16,0.726,81,0,15.5,0.0,0.02,0
0,253.2,0.104,0.896,70,2,12.34,0.388,0,0
0,135.9,0.116,0.479,53,3,3.39,0.266,0.008,0
0,481.8,0.154,0.685,36,0,19.2,0.154,0,0
0,350.4,0.208,0.456,61,4,2.84,0.392,0.078,0
0,310.9,0.321,0.889,39,5,6.21,0.832,0.123,1
0,131.5,0.34,0.975,44,1,4.96,0.148,0.081,1
0,289.0,0.211,0.429,48,1,8.89,0.067,0.027,0
0,439.8,0.092,0.869,10,0,8.7,0.135,0.071,0
0,364.5,0.076,0.634,15,5,12.94,0.616,0.043,0
0,484.0,0.349,0.29,59,0,26.5,0.058,0,0
0,104.4,0.221,0.552,7,0,26.5,0.235,0.092,0
0,157.9,0.198,0.292,3,1,8.72,0.174,0.01,0
0,391.6,0.071,0.498,36,4,10.75,0.357,0,0
0,317.7,0.294,0.547,71,5,9.34,0.623,0.029,0
0,350.9,0.139,0.377,12,4,5.88,0.515,0.1,0
0,103.3,0.143,0.275,50,1,5.0,0.129,0.111,0
0,123.7,0.158,0.732,31,4,12.55,0.496,0.189,1
0,358.3,0.314,0.544,7,0,8.8,0.065,0.017,0
0,41.6,0.092,0.78,74,0,10.7,0.0,0.091,0
0,90.1,0.285,0.583,38,0,16.2,0.0,0.189,0
0,75.4,0.348,0.257,79,0,13.3,0.022,0.016,0
0,440.1,0.08,0.495,25,0,23.4,0.204,0.17,0
0,224.4,0.149,0.493,41,1,13.53,0.057,0.111,0
0,113.2,0.027,0.823,10,1,12.33,0.162,0.067,0
0,32.9,0.189,0.804,7,0,7.3,0.272,0.009,0
0,153.4,0.308,0.83,29,1,10.08,0.0,0.013,0
0,324.7,0.242,0.565,2,5,14.07,0.501,0.076,0
0,186.3,0.19,0.589,21,6,2.65,0.419,0.043,1
0,403.3,0.205,0.743,45,1,13.77,0.229,0.043,0
0,247.9,0.22,0.899,58,0,8.2,0.077,0.063,0
0,125.5,0.121,0.847,3,0,21.7,0.0,0.183,0
0,429.0,0.302,0.272,53,5,2.69,0.762,0.179,0
0,303.1,0.257,0.366,63,3,14.21,0.247,0.049,0
1,0.0,0.159,0.73,62,0,7.8,0.117,0.158,1
0,426.5,0.067,0.251,12,1,3.43,0.079,0.033,0
0,159.3,0.294,0.644,39,0,11.8,0.11,0.056,0
0,385.3,0.24,0.862,57,6,7.0,0.544,0.044,1
0,204.7,0.222,0.768,41,2,3.88,0.34,0.216,0
0,456.9,0.199,0.826,37,4,1.71,0.629,0.066,0
0,290.6,0.325,0.332,40,2,3.67,0.301,0.107,0
0,124.0,0.086,0.363,29,0,25.7,0.0,0.03,0
0,30.9,0.132,0.699,78,6,10.2,0.615,0.094,1
1,0.0,0.266,0.571,53,0,6.6,0.0,0.019,1
0,56.2,0.29,0.439,67,2,8.31,0.336,0,0
0,447.9,0.036,0.439,10,4,1.35,0.531,0.025,0
0,420.2,0.236,0.383,17,3,6.91,0.276,0.041,0
0,322.5,0.099,0.824,66,5,6.81,0.632,0.096,1
0,64.8,0.049,0.384,57,0,5.4,0.039,0.027,0
0,400.0,0.039,0.965,9,0,7.3,0.115,0.107,0
0,298.2,0.208,0.678,69,6,2.83,0.635,0.013,1
0,216.9,0.007,0.296,37,1,11.35,0.14,0,0
0,102.4,0.034,0.482,59,1,4.04,0.078,0.039,0
1,0.0,0.241,0.718,9,5,1.41,0.473,0,1
0,90.4,0.16,0.919,59,4,14.9,0.504,0.206,1
0,115.1,0.169,0.682,12,2,3.07,0.187,0,0
1,0.0,0.107,0.291,62,6,7.83,0.769,0.193,1
1,0.0,0.297,0.37,5,0,18.2,0.0,0,0
0,209.0,0.313,0.673,27,6,10.99,0.678,0.007,1
1,0.0,0.035,0.436,72,5,2.35,0.375,0,1
0,235.7,0.176,0.63,7,4,9.83,0.369,0.033,0
0,495.4,0.288,0.525,30,4,6.07,0.397,0.127,0
1,0.0,0.29,0.379,3,4,9.1,0.496,0.02,1
0,317.9,0.003,0.897,7,5,0.83,0.821,0.04,1
1,0.0,0.144,0.494,25,5,9.47,0.422,0.06,1
0,346.1,0.174,0.645,8,1,6.38,0.106,0.135,0
1,0.0,0.281,0.518,45,3,8.03,0.303,0.01,1
1,0.0,0.037,0.612,78,1,4.71,0.027,0.159,1
1,0.0,0.282,0.358,77,0,15.0,0.077,0.045,0
0,18.9,0.191,0.422,15,0,24.3,0.124,0.214,0
1,0.0,0.194,0.497,42,6,12.31,0.518,0.015,1
0,281.1,0.146,0.759,24,2,13.77,0.172,0.103,0
0,362.9,0.266,0.765,5,2,9.85,0.511,0.073,0
1,0.0,0.091,0.513,12,6,12.75,0.715,0.135,1
1,0.0,0.018,0.962,66,4,7.35,0.327,0.109,1
0,219.6,0.311,0.402,44,1,14.27,0.161,0.049,0
0,202.8,0.096,0.691,30,2,2.89,0.341,0.021,0
0,456.0,0.214,0.355,27,0,9.6,0.0,0.075,0
0,172.6,0.075,0.459,78,1,7.73,0.052,0.06,0
0,192.5,0.078,0.311,52,4,3.77,0.411,0.201,0
0,150.9,0.255,0.657,5,0,5.1,0.05,0.092,0
0,465.4,0.273,0.749,22,3,2.78,0.39,0.064,0
1,0.0,0.256,0.455,40,4,5.21,0.512,0.158,1
0,359.3,0.109,0.541,19,2,9.42,0.418,0.025,0
0,269.3,0.223,0.308,24,3,4.96,0.183,0.074,0
0,155.8,0.306,0.708,22,0,13.9,0.0,0.005,0
1,0.0,0.161,0.809,55,0,13.3,0.0,0.057,1
0,216.4,0.306,0.423,15,5,14.72,0.601,0.03,0
0,258.0,0.311,0.703,20,4,7.39,0.637,0.059,1
0,163.6,0.043,0.791,54,2,11.07,0.285,0,0
1,0.0,0.018,0.324,27,6,7.44,0.597,0.206,1
0,373.7,0.327,0.692,73,1,3.76,0.154,0.067,0
1,0.0,0.201,0.555,38,0,20.2,0.0,0,0
1,0.0,0.208,0.637,13,1,12.57,0.105,0.02,0
0,355.1,0.189,0.459,45,0,21.3,0.0,0.133,0
1,0.0,0.263,0.57,34,3,2.98,0.339,0.115,1
0,171.0,0.248,0.344,15,0,26.1,0.103,0.064,0
1,0.0,0.213,0.887,64,1,8.17,0.198,0.092,1
0,450.4,0.162,0.642,48,2,12.26,0.294,0,0
0,266.3,0.137,0.356,54,6,0.93,0.913,0,1
0,426.0,0.04,0.671,19,4,1.66,0.685,0.026,0
1,0.0,0.23,0.369,68,3,7.29,0.363,0.117,1
1,0.0,0.302,0.405,34,0,20.7,0.0,0,0
0,481.0,0.004,0.33,31,0,23.7,0.045,0.126,0
1,0.0,0.028,0.671,8,3,4.96,0.297,0,1
0,291.2,0.242,0.856,17,0,6.1,0.161,0,0
0,114.0,0.161,0.446,14,3,3.48,0.353,0.006,0
0,259.7,0.21,0.465,2,0,22.6,0.076,0,0
0,54.3,0.222,0.413,39,2,12.4,0.258,0.142,0
0,59.6,0.102,0.735,64,4,13.71,0.535,0.0,1
0,429.1,0.191,0.77,29,0,13.6,0.05,0.1,0
0,43.7,0.247,0.759,2,3,14.4,0.44,0,1
0,272.4,0.286,0.423,34,0,5.9,0.0,0,0
0,139.4,0.17,0.866,16,0,11.6,0.26,0.046,0
0,269.1,0.203,0.383,79,5,6.47,0.58,0,0
1,0.0,0.219,0.369,13,1,14.11,0.239,0,0
0,379.7,0.123,0.833,13,3,2.47,0.24,0.055,0
0,405.0,0.336,0.818,47,0,10.1,0.037,0.151,0
1,0.0,0.315,0.617,25,6,11.34,0.719,0.037,1
